table_name,field_name,record_id,record_sub_id,field_value,language,translation
stops,stop_name,"","",Annappes (FR),de,Annappes (FR)
stops,stop_name,"","",Quaregnon,de,Quaregnon
stops,stop_name,"","",Court-Saint-Etienne,de,Court-Saint-Etienne
stops,stop_name,"","",Vijfhuizen,de,Vijfhuizen
stops,stop_name,"","",Puurs,de,Puurs
stops,stop_name,"","",Couvin,de,Couvin
stops,stop_name,"","",Balen,de,Balen
stops,stop_name,"","",Pry,de,Pry
stops,stop_name,"","",Coxyde,de,Koksijde / Coxyde
stops,stop_name,"","",Zichem,de,Zichem
stops,stop_name,"","",Profondsart,de,Profondsart
stops,stop_name,"","",Creil - Bât Voyageurs,de,Creil - Bât Voyageurs
stops,stop_name,"","",Vielsalm,de,Vielsalm
stops,stop_name,"","",Poulseur,de,Poulseur
stops,stop_name,"","",Croix l'Allumette (FR),de,Croix l'Allumette (FR)
stops,stop_name,"","",Bambrugge,de,Bambrugge
stops,stop_name,"","",Poperinge,de,Poperinge
stops,stop_name,"","",Croix Wasquehal (FR),de,Croix Wasquehal (FR)
stops,stop_name,"","",Wondelgem,de,Wondelgem
stops,stop_name,"","",Pont-de-Seraing,de,Pont-de-Seraing
stops,stop_name,"","",Dave-Saint-Martin,de,Dave-Saint-Martin
stops,stop_name,"","",Vichte,de,Vichte
stops,stop_name,"","",Pont de Bois (FR),de,Pont de Bois (FR)
stops,stop_name,"","",De Hoek,de,De Hoek
stops,stop_name,"","",Barvaux,de,Barvaux
stops,stop_name,"","",Pont-à-Celles,de,Pont-à-Celles
stops,stop_name,"","",Deinze,de,Deinze
stops,stop_name,"","",Ans,de,Ans
stops,stop_name,"","",Ede,de,Ede
stops,stop_name,"","",Valkenburg,de,Valkenburg
stops,stop_name,"","",Ottignies,de,Ottignies
stops,stop_name,"","",Eeklo,de,Eeklo
stops,stop_name,"","",Beersel,de,Beersel
stops,stop_name,"","",Ostende,de,Oostende / Ostende
stops,stop_name,"","",Eichem,de,Eichem
stops,stop_name,"","",Antoing,de,Antoing
stops,stop_name,"","",Opwijk,de,Opwijk
stops,stop_name,"","",Eijsden (NL),de,Eijsden (NL)
stops,stop_name,"","",Uccle-Stalle,de,Ukkel- / Uccle-Stalle
stops,stop_name,"","",Oostkamp,de,Oostkamp
stops,stop_name,"","",Eine,de,Eine
stops,stop_name,"","",Beervelde,de,Beervelde
stops,stop_name,"","",Olen,de,Olen
stops,stop_name,"","",Eke-Nazareth,de,Eke-Nazareth
stops,stop_name,"","",Zellik,de,Zellik
stops,stop_name,"","",Okegem,de,Okegem
stops,stop_name,"","",Ekeren,de,Ekeren
stops,stop_name,"","",Uccle-Calevoet,de,Ukkel Kalevoet / Uccle-Calevoet
stops,stop_name,"","",Obourg,de,Obourg
stops,stop_name,"","",Enghien,de,Edingen / Enghien
stops,stop_name,"","",Begijnendijk,de,Begijnendijk
stops,stop_name,"","",Obaix-Buzet,de,Obaix-Buzet
stops,stop_name,"","",Engis,de,Engis
stops,stop_name,"","",Willebroek,de,Willebroek
stops,stop_name,"","",Nossegem,de,Nossegem
stops,stop_name,"","",Eppegem,de,Eppegem
stops,stop_name,"","",Turnhout,de,Turnhout
stops,stop_name,"","",Noorderkempen (Brecht),de,Noorderkempen (Brecht)
stops,stop_name,"","",Erbisoeul,de,Erbisoeul
stops,stop_name,"","",Beignée,de,Beignée
stops,stop_name,"","",Nivelles,de,Nijvel / Nivelles
stops,stop_name,"","",Erembodegem,de,Erembodegem
stops,stop_name,"","",Anvers-Berchem,de,Antwerpen-Berchem / Anvers-Berchem
stops,stop_name,"","",Ninove,de,Ninove
stops,stop_name,"","",Ernage,de,Ernage
stops,stop_name,"","",Tubize,de,Tubeke / Tubize
stops,stop_name,"","",Nimy,de,Nimy
stops,stop_name,"","",Erpe-Mere,de,Erpe-Mere
stops,stop_name,"","",Bellem,de,Bellem
stops,stop_name,"","",Nijlen,de,Nijlen
stops,stop_name,"","",Erps-Kwerps,de,Erps-Kwerps
stops,stop_name,"","",Aix-la-Chapelle Ouest,de,Aachen West
stops,stop_name,"","",Nieuwkerken-Waas,de,Nieuwkerken-Waas
stops,stop_name,"","",Erquelinnes,de,Erquelinnes
stops,stop_name,"","",Trooz,de,Trooz
stops,stop_name,"","",ERQUELINNES-FRONTIERE,de,ERQUELINNES-FRONTIERE
stops,stop_name,"","",Belsele,de,Belsele
stops,stop_name,"","",Niel,de,Niel
stops,stop_name,"","",Neufvilles,de,Neufvilles
stops,stop_name,"","",Erquelinnes-Village,de,Erquelinnes-Dorp / Erquelinnes-Village
stops,stop_name,"","",Wildert,de,Wildert
stops,stop_name,"","",Neufchâteau,de,Neufchâteau
stops,stop_name,"","",Esneux,de,Esneux
stops,stop_name,"","",Tronchiennes,de,Drongen / Tronchiennes
stops,stop_name,"","",Nessonvaux,de,Nessonvaux
stops,stop_name,"","",ESPLECHIN-FRONTIERE,de,ESPLECHIN-FRONTIERE
stops,stop_name,"","",Berchem-Sainte-Agathe,de,St-Ag./-Berchem-/St-Ag.
stops,stop_name,"","",Neerwinden,de,Neerwinden
stops,stop_name,"","",Essen,de,Essen
stops,stop_name,"","",Essene Lombeek,de,Essene-Lombeek
stops,stop_name,"","",Anvers-Central,de,Antwerpen-Centraal / Anvers-Central
stops,stop_name,"","",Neerpelt,de,Neerpelt
stops,stop_name,"","",Troisvierges (LU),de,Troisvierges (LU)
stops,stop_name,"","",Essen-Grens,de,Essen-Grens
stops,stop_name,"","",Beringen,de,Beringen
stops,stop_name,"","",Natoye,de,Natoye
stops,stop_name,"","",Naninne,de,Naninne
stops,stop_name,"","",Ettelbruck (LU),de,Ettelbruck (LU)
stops,stop_name,"","",Zonhoven,de,Zonhoven
stops,stop_name,"","",Namur,de,Namen / Namur
stops,stop_name,"","",Etterbeek,de,Etterbeek
stops,stop_name,"","",Trois-Ponts,de,Trois-Ponts
stops,stop_name,"","",Namêche,de,Namêche
stops,stop_name,"","",Eupen,de,Eupen
stops,stop_name,"","",Berlaar,de,Berlaar
stops,stop_name,"","",Munkzwalm,de,Munkzwalm
stops,stop_name,"","",Evere,de,Evere
stops,stop_name,"","",Wijgmaal,de,Wijgmaal
stops,stop_name,"","",München Ost (DE),de,München Ost (DE)
stops,stop_name,"","",Evergem,de,Evergem
stops,stop_name,"","",Tournai,de,Doornik / Tournai
stops,stop_name,"","",Muizen,de,Muizen
stops,stop_name,"","",Eygelshoven markt,de,Eygelshoven markt
stops,stop_name,"","",Tour-et-Taxis,de,Thurn-en-Taxis / Tour-et-Taxis
stops,stop_name,"","",Moustier,de,Moustier
stops,stop_name,"","",Ezemaal,de,Ezemaal
stops,stop_name,"","",Bertrange Strassen (LU),de,Bertrange Strassen (LU)
stops,stop_name,"","",Mouscron-Frontière,de,Mouscron-Frontière
stops,stop_name,"","",Familleureux,de,Familleureux
stops,stop_name,"","",Wien Meidling (AT),de,Wien Meidling (AT)
stops,stop_name,"","",Mouscron,de,Moeskroen / Mouscron
stops,stop_name,"","",Farciennes,de,Farciennes
stops,stop_name,"","",Tourcoing (FR),de,Tourcoing (FR)
stops,stop_name,"","",Mortsel-Oude God,de,Mortsel-Oude God
stops,stop_name,"","",Faux,de,Faux
stops,stop_name,"","",Bertrix,de,Bertrix
stops,stop_name,"","",Mortsel-Liersesteenweg,de,Mortsel-Liersesteenweg
stops,stop_name,"","",Fexhe-le-Haut-Clocher,de,Fexhe-le-Haut-Clocher
stops,stop_name,"","",Wien HBF (AT),de,Wien HBF (AT)
stops,stop_name,"","",Mortsel,de,Mortsel
stops,stop_name,"","",Flawinne,de,Flawinne
stops,stop_name,"","",Torhout,de,Torhout
stops,stop_name,"","",Morlanwelz,de,Morlanwelz
stops,stop_name,"","",Flémalle-Grande,de,Flémalle-Grande
stops,stop_name,"","",Berzée,de,Berzée
stops,stop_name,"","",Moortsele,de,Moortsele
stops,stop_name,"","",Flémalle-Haute,de,Flémalle-Haute
stops,stop_name,"","",Anvers-Linkeroever,de,Antwerpen-Linkeroever
stops,stop_name,"","",Mont-Saint-Guibert,de,Mont-Saint-Guibert
stops,stop_name,"","",Fleurus,de,Fleurus
stops,stop_name,"","",Tongres,de,Tongeren / Tongres
stops,stop_name,"","",MONTABAUR,de,MONTABAUR
stops,stop_name,"","",Mons,de,Bergen / Mons
stops,stop_name,"","",Floreffe,de,Floreffe
stops,stop_name,"","",Forest-Est,de,Vorst-Oost / Forest-Est
stops,stop_name,"","",Tirlemont,de,Tienen / Tirlemont
stops,stop_name,"","",Michelau (LU),de,Michelau (LU)
stops,stop_name,"","",Forest-Midi,de,Vorst-Zuid / Forest-Midi
stops,stop_name,"","",Fraipont,en,Fraipont
stops,stop_name,"","",Aachen Hbf (DE),en,Aachen HBF (DE)
stops,stop_name,"","",Aalter,en,Aalter
stops,stop_name,"","",Aarschot,en,Aarschot
stops,stop_name,"","",Aarsele,en,Aarsele
stops,stop_name,"","",Acren,en,Acren
stops,stop_name,"","",Aéroport Cdg TGV (FR),en,Aéroport Cdg TGV (FR)
stops,stop_name,"","",Aiseau,en,Aiseau
stops,stop_name,"","",Aix-la-Chapelle Ouest,en,Aachen West
stops,stop_name,"","",Alken,en,Alken
stops,stop_name,"","",Alost,en,Alost / Aalst
stops,stop_name,"","",Alost Kerrebroek,en,Alost Kerrebroek/Aalst Kerrebroek
stops,stop_name,"","",Beuzet,de,Beuzet
stops,stop_name,"","",Momalle,de,Momalle
stops,stop_name,"","",Florenville,de,Florenville
stops,stop_name,"","",Zele,de,Zele
stops,stop_name,"","",Mollem,de,Mollem
stops,stop_name,"","",Florival,de,Florival
stops,stop_name,"","",Tollembeek,de,Tollembeek
stops,stop_name,"","",Mol,de,Mol
stops,stop_name,"","",Fontaine-Valmont,de,Fontaine-Valmont
stops,stop_name,"","",Beveren,de,Beveren
stops,stop_name,"","",Moensberg,de,Moensberg
stops,stop_name,"","",Forchies,de,Forchies
stops,stop_name,"","",Wichelen,de,Wichelen
stops,stop_name,"","",Milmort,de,Milmort
stops,stop_name,"","",Amay,en,Amay
stops,stop_name,"","",Ampsin,en,Ampsin
stops,stop_name,"","",Andenne,en,Andenne
stops,stop_name,"","",Anderlecht,en,Anderlecht
stops,stop_name,"","",Angleur,en,Angleur
stops,stop_name,"","",Annappes (FR),en,Annappes (FR)
stops,stop_name,"","",Ans,en,Ans
stops,stop_name,"","",Anseremme,en,Anseremme
stops,stop_name,"","",Antoing,en,Antoing
stops,stop_name,"","",Anvers-Berchem,en,Anvers-Berchem / Antwerpen-Berchem
stops,stop_name,"","",Anvers-Central,en,Anvers-Central / Antwerpen-Centraal
stops,stop_name,"","",Anvers-Linkeroever,en,Antwerpen-Linkeroever
stops,stop_name,"","",Anvers-Luchtbal,en,Anvers-Luchtbal / Antwerpen-Luchtbal
stops,stop_name,"","",Anvers-Noorderdokken,en,Anvers-Noorderdokken / Antwerpen-Noorderdokken
stops,stop_name,"","",Anvers-Sud,en,Anvers-Sud / Antwerpen-Zuid
stops,stop_name,"","",Anzegem,en,Anzegem
stops,stop_name,"","",Appelterre,en,Appelterre
stops,stop_name,"","",Arcades,en,Arcades
stops,stop_name,"","",Archennes,en,Archennes / Eerken
stops,stop_name,"","",Arlon,en,Arlon / Aarlen
stops,stop_name,"","",Ascq (FR),en,Ascq (FR)
stops,stop_name,"","",Asse,en,Asse
stops,stop_name,"","",Assesse,en,Assesse
stops,stop_name,"","",Ath,en,Ath / Aat
stops,stop_name,"","",Athus,en,Athus
stops,stop_name,"","",Athus-Frontière,en,Athus-Frontière
stops,stop_name,"","",Aubange,en,Aubange
stops,stop_name,"","",Aubange-Frontière-Luxembourg,en,Aubange-Frontière-Luxembourg
stops,stop_name,"","",Audenarde,en,Audenarde / Oudenaarde
stops,stop_name,"","",Aulnoye Aymeries (FR),en,Aulnoye Aymeries (FR)
stops,stop_name,"","",Auvelais,en,Auvelais
stops,stop_name,"","",Aye,en,Aye
stops,stop_name,"","",Aywaille,en,Aywaille
stops,stop_name,"","",Baasrode-Zuid,en,Baasrode-Sud / Baasrode-Zuid
stops,stop_name,"","",Baisieux (FR),en,Baisieux (FR)
stops,stop_name,"","",Balegem-Dorp,en,Balegem-Village / Balegem-Dorp
stops,stop_name,"","",Balegem-Zuid,en,Balegem-Sud / Balegem-Zuid
stops,stop_name,"","",Balen,en,Balen
stops,stop_name,"","",Bambrugge,en,Bambrugge
stops,stop_name,"","",Barvaux,en,Barvaux
stops,stop_name,"","",Bascharage-Sanem (LU),en,Bascharage-Sanem (LU)
stops,stop_name,"","",Bas-Oha,en,Bas-Oha
stops,stop_name,"","",Basse-Wavre,en,Basse-Wavre
stops,stop_name,"","",Beauraing,en,Beauraing
stops,stop_name,"","",Beernem,en,Beernem
stops,stop_name,"","",Beersel,en,Beersel
stops,stop_name,"","",Beervelde,en,Beervelde
stops,stop_name,"","",Begijnendijk,en,Begijnendijk
stops,stop_name,"","",Beignée,en,Beignée
stops,stop_name,"","",Bellem,en,Bellem
stops,stop_name,"","",Belsele,en,Belsele
stops,stop_name,"","",Berchem-Sainte-Agathe,en,St-Ag./-Berchem-/St-Ag.
stops,stop_name,"","",Beringen,en,Beringen
stops,stop_name,"","",Berlaar,en,Berlaar
stops,stop_name,"","",Bertrange Strassen (LU),en,Bertrange Strassen (LU)
stops,stop_name,"","",Bertrix,en,Bertrix
stops,stop_name,"","",Berzée,en,Berzée
stops,stop_name,"","",Beuzet,en,Beuzet
stops,stop_name,"","",Beveren,en,Beveren
stops,stop_name,"","",Beverlo,en,Beverlo
stops,stop_name,"","",Bierges-Walibi,en,Bierges-Walibi
stops,stop_name,"","",Bierset-Awans,en,Bierset-Awans
stops,stop_name,"","",Bilzen,en,Bilzen
stops,stop_name,"","",Binche,en,Binche
stops,stop_name,"","",Bissegem,en,Bissegem
stops,stop_name,"","",Blandain-Frontière,en,Blandain-Frontière
stops,stop_name,"","",Blankenberge,en,Blankenberge
stops,stop_name,"","",Blanmont,en,Blanmont
stops,stop_name,"","",Blaton,en,Blaton
stops,stop_name,"","",Bléret,en,Bléret
stops,stop_name,"","",Bockstael,en,Bockstael
stops,stop_name,"","",Boechout,en,Boechout
stops,stop_name,"","",Boitsfort,en,Boitsfort/Bosvoorde
stops,stop_name,"","",Bokrijk,en,Bokrijk
stops,stop_name,"","",Bomal,en,Bomal
stops,stop_name,"","",Bonn-Beuel (DE),en,Bonn-Beuel (DE)
stops,stop_name,"","",Booischot,en,Booischot
stops,stop_name,"","",Boom,en,Boom
stops,stop_name,"","",Boondael,en,Boondael/Boondaal
stops,stop_name,"","",Boortmeerbeek,en,Boortmeerbeek
stops,stop_name,"","",Bordet,en,Bordet
stops,stop_name,"","",Bornem,en,Bornem
stops,stop_name,"","",Bourg-Léopold,en,Bourg Léopold / Leopoldsburg
stops,stop_name,"","",Boussu,en,Boussu
stops,stop_name,"","",Bouwel,en,Bouwel
stops,stop_name,"","",Bracquegnies,en,Bracquegnies
stops,stop_name,"","",BRAINE-ALLIANCE,en,BRAINE-ALLIANCE
stops,stop_name,"","",Braine-l'Alleud,en,Braine-l'Alleud
stops,stop_name,"","",Braine-le-Comte,en,Braine-le-Comte / 's-Gravenbrakel
stops,stop_name,"","",Breda (NL),en,Breda (NL)
stops,stop_name,"","",Bressoux,en,Bressoux
stops,stop_name,"","",Brugelette,en,Brugelette
stops,stop_name,"","",Bruges,en,Bruges / Brugge
stops,stop_name,"","",Bruges-Saint-Pierre,en,Bruges-Saint-Pierre / Brugge-Sint-Pieters
stops,stop_name,"","",Brussels Airport-Zaventem,en,Brussels Airport-Zaventem
stops,stop_name,"","",Bruxelles-Central,en,Brux.-/ Brus-Centr.
stops,stop_name,"","",Bruxelles-Chapelle,en,Brux.-Chap/Brus.-Kap.
stops,stop_name,"","",Bruxelles-Congrès,en,Brussels-Congrès
stops,stop_name,"","",Bruxelles-Luxembourg,en,Brux./Brus.-Luxemb.
stops,stop_name,"","",Bruxelles-Midi,en,Brux.-Midi/Brus.-Zuid
stops,stop_name,"","",Bruxelles-Nord,en,Brux.-Nord/Brus.-Noord
stops,stop_name,"","",Bruxelles-Ouest,en,Brux.-Ouest/Brus.-West
stops,stop_name,"","",Bruxelles-Schuman,en,Brux./Brus.-Schuman
stops,stop_name,"","",Buda,en,Buda
stops,stop_name,"","",Buggenhout,en,Buggenhout
stops,stop_name,"","",Buizingen,en,Buizingen
stops,stop_name,"","",Burst,en,Burst
stops,stop_name,"","",Callenelle,en,Callenelle
stops,stop_name,"","",Cambron-Casteau,en,Cambron-Casteau
stops,stop_name,"","",Capellen (LU),en,Capellen (LU)
stops,stop_name,"","",Carlsbourg,en,Carlsbourg
stops,stop_name,"","",Carnières,en,Carnières
stops,stop_name,"","",Céroux-Mousty,en,Céroux-Mousty
stops,stop_name,"","",Champagne-Ardenne TGV (FR),en,Champagne-Ardenne TGV (FR)
stops,stop_name,"","",Chapelle-Dieu,en,Chapelle-Dieu
stops,stop_name,"","",Chapois,en,Chapois
stops,stop_name,"","",Charleroi-Central,en,Charleroi-Central
stops,stop_name,"","",Charleroi-Ouest,en,Charleroi-Ouest / Charleroi-West
stops,stop_name,"","",Chastre,en,Chastre
stops,stop_name,"","",Château-de-Seilles,en,Château-de-Seilles
stops,stop_name,"","",Châtelet,en,Châtelet
stops,stop_name,"","",Chaudfontaine,en,Chaudfontaine
stops,stop_name,"","",Chênée,en,Chênée
stops,stop_name,"","",Ciney,en,Ciney
stops,stop_name,"","",Clervaux (LU),en,Clervaux (LU)
stops,stop_name,"","",Comblain-la-Tour,en,Comblain-la-Tour
stops,stop_name,"","",Comines,en,Comines / Komen
stops,stop_name,"","",Coo,en,Coo
stops,stop_name,"","",Couillet,en,Couillet
stops,stop_name,"","",Courcelles-Motte,en,Courcelles-Motte
stops,stop_name,"","",Courrière,en,Courrière
stops,stop_name,"","",Cour-sur-Heure,en,Cour-sur-Heure
stops,stop_name,"","",Courtrai,en,Courtrai / Kortrijk
stops,stop_name,"","",Court-Saint-Etienne,en,Court-Saint-Etienne
stops,stop_name,"","",Couvin,en,Couvin
stops,stop_name,"","",Coxyde,en,Coxyde / Koksijde
stops,stop_name,"","",Creil - Bât Voyageurs,en,Creil - Bât Voyageurs
stops,stop_name,"","",Croix l'Allumette (FR),en,Croix l'Allumette (FR)
stops,stop_name,"","",Croix Wasquehal (FR),en,Croix Wasquehal (FR)
stops,stop_name,"","",Dave-Saint-Martin,en,Dave-Saint-Martin
stops,stop_name,"","",De Hoek,en,De Hoek
stops,stop_name,"","",Deinze,en,Deinze
stops,stop_name,"","",Delta,en,Delta
stops,stop_name,"","",Denderleeuw,en,Denderleeuw
stops,stop_name,"","",De Pinte,en,De Pinte
stops,stop_name,"","",Diegem,en,Diegem
stops,stop_name,"","",Diepenbeek,en,Diepenbeek
stops,stop_name,"","",Diest,en,Diest
stops,stop_name,"","",Dilbeek,en,Dilbeek
stops,stop_name,"","",Dinant,en,Dinant
stops,stop_name,"","",Dippach-Reckange (LU),en,Dippach-Reckange (LU)
stops,stop_name,"","",Dixmude,en,Dixmude/Diksmuide
stops,stop_name,"","",Dolhain-Gileppe,en,Dolhain-Gileppe
stops,stop_name,"","",Drauffelt (LU),en,Drauffelt (LU)
stops,stop_name,"","",Duffel,en,Duffel
stops,stop_name,"","",Duinbergen,en,Duinbergen
stops,stop_name,"","",Ecaussinnes,en,Ecaussinnes
stops,stop_name,"","",Ede,en,Ede
stops,stop_name,"","",Eeklo,en,Eeklo
stops,stop_name,"","",Eichem,en,Eichem
stops,stop_name,"","",Eijsden (NL),en,Eijsden (NL)
stops,stop_name,"","",Eine,en,Eine
stops,stop_name,"","",Eke-Nazareth,en,Eke-Nazareth
stops,stop_name,"","",Ekeren,en,Ekeren
stops,stop_name,"","",Enghien,en,Enghien / Edingen
stops,stop_name,"","",Engis,en,Engis
stops,stop_name,"","",Eppegem,en,Eppegem
stops,stop_name,"","",Erbisoeul,en,Erbisoeul
stops,stop_name,"","",Erembodegem,en,Erembodegem
stops,stop_name,"","",Ernage,en,Ernage
stops,stop_name,"","",Erpe-Mere,en,Erpe-Mere
stops,stop_name,"","",Erps-Kwerps,en,Erps-Kwerps
stops,stop_name,"","",Erquelinnes,en,Erquelinnes
stops,stop_name,"","",ERQUELINNES-FRONTIERE,en,ERQUELINNES-FRONTIERE
stops,stop_name,"","",Erquelinnes-Village,en,Erquelinnes-Village / Erquelinnes-Dorp
stops,stop_name,"","",Esneux,en,Esneux
stops,stop_name,"","",ESPLECHIN-FRONTIERE,en,ESPLECHIN-FRONTIERE
stops,stop_name,"","",Essene Lombeek,en,Essene-Lombeek
stops,stop_name,"","",Essen,en,Essen
stops,stop_name,"","",Essen-Grens,en,Essen-Grens
stops,stop_name,"","",Ettelbruck (LU),en,Ettelbruck (LU)
stops,stop_name,"","",Etterbeek,en,Etterbeek
stops,stop_name,"","",Eupen,en,Eupen
stops,stop_name,"","",Evere,en,Evere
stops,stop_name,"","",Evergem,en,Evergem
stops,stop_name,"","",Eygelshoven markt,en,Eygelshoven markt
stops,stop_name,"","",Ezemaal,en,Ezemaal
stops,stop_name,"","",Familleureux,en,Familleureux
stops,stop_name,"","",Farciennes,en,Farciennes
stops,stop_name,"","",Faux,en,Faux
stops,stop_name,"","",Fexhe-le-Haut-Clocher,en,Fexhe-le-Haut-Clocher
stops,stop_name,"","",Flawinne,en,Flawinne
stops,stop_name,"","",Flémalle-Grande,en,Flémalle-Grande
stops,stop_name,"","",Flémalle-Haute,en,Flémalle-Haute
stops,stop_name,"","",Fleurus,en,Fleurus
stops,stop_name,"","",Floreffe,en,Floreffe
stops,stop_name,"","",Florenville,en,Florenville
stops,stop_name,"","",Florival,en,Florival
stops,stop_name,"","",Fontaine-Valmont,en,Fontaine-Valmont
stops,stop_name,"","",Genly,en,Genly
stops,stop_name,"","",Gentbrugge,en,Gentbrugge
stops,stop_name,"","",Genval,en,Genval
stops,stop_name,"","",Germoir,en,Germoir / Mouterij
stops,stop_name,"","",Ghlin,en,Ghlin
stops,stop_name,"","",Glons,en,Glons / Glaaien
stops,stop_name,"","",Godarville,en,Godarville
stops,stop_name,"","",Godinne,en,Godinne
stops,stop_name,"","",GOEBELSMUHLE,en,GOEBELSMUHLE
stops,stop_name,"","",Gontrode,en,Gontrode
stops,stop_name,"","",Gouvy,en,Gouvy
stops,stop_name,"","",Gouvy-Frontière,en,Gouvy-Frontière
stops,stop_name,"","",Gouy-lez-Piéton,en,Gouy-lez-Piéton
stops,stop_name,"","",Graide,en,Graide
stops,stop_name,"","",Grammont,en,Grammont / Geraardsbergen
stops,stop_name,"","",Grand-Bigard,en,Groot-Bijgaarden
stops,stop_name,"","",Groenendaal,en,Groenendaal
stops,stop_name,"","",Grupont,en,Grupont
stops,stop_name,"","",Haacht,en,Haacht
stops,stop_name,"","",Haaltert,en,Haaltert
stops,stop_name,"","",Habay,en,Habay
stops,stop_name,"","",Hainin,en,Hainin
stops,stop_name,"","",Halanzy,en,Halanzy
stops,stop_name,"","",Hal,en,Hal / Halle
stops,stop_name,"","",Hambos,en,Hambos
stops,stop_name,"","",Hamoir,en,Hamoir
stops,stop_name,"","",Hamont,en,Hamont
stops,stop_name,"","",Ham-sur-Heure,en,Ham-sur-Heure
stops,stop_name,"","",Hansbeke,en,Hansbeke
stops,stop_name,"","",Harchies,en,Harchies
stops,stop_name,"","",Harelbeke,en,Harelbeke
stops,stop_name,"","",Haren,en,Haren
stops,stop_name,"","",Haren-Sud,en,Haren-Sud / Haren-Zuid
stops,stop_name,"","",Hasselt,en,Hasselt
stops,stop_name,"","",Haute-Flône,en,Haute-Flône
stops,stop_name,"","",Haversin,en,Haversin
stops,stop_name,"","",Havré,en,Havré
stops,stop_name,"","",Heerlen,en,Heerlen
stops,stop_name,"","",Heide,en,Heide
stops,stop_name,"","",Heist,en,Heist
stops,stop_name,"","",Heist-op-den-Berg,en,Heist-op-den-Berg
stops,stop_name,"","",Heizijde,en,Heizijde
stops,stop_name,"","",Hellemmes (FR),en,Hellemmes (FR)
stops,stop_name,"","",Hemiksem,en,Hemiksem
stops,stop_name,"","",Hennuyères,en,Hennuyères
stops,stop_name,"","",Herentals,en,Herentals
stops,stop_name,"","",Herent,en,Herent
stops,stop_name,"","",Hergenrath,en,Hergenrath
stops,stop_name,"","",Hergenrath-Frontière,en,Hergenrath-Frontière
stops,stop_name,"","",Herne,en,Herne
stops,stop_name,"","",Herseaux,en,Herseaux
stops,stop_name,"","",Herstal,en,Herstal
stops,stop_name,"","",Herzele,en,Herzele
stops,stop_name,"","",Herzogenrath,en,Herzogenrath
stops,stop_name,"","",Heusden,en,Heusden
stops,stop_name,"","",Hever,en,Hever
stops,stop_name,"","",Heverlee,en,Heverlee
stops,stop_name,"","",Hillegem,en,Hillegem
stops,stop_name,"","",Hoboken-Polder,en,Hoboken-Polder
stops,stop_name,"","",Hoeilaart,en,Hoeilaart
stops,stop_name,"","",Hofstade,en,Hofstade
stops,stop_name,"","",Holleken,en,Holleken
stops,stop_name,"","",Hollerich (LU),en,Hollerich (LU)
stops,stop_name,"","",Hony,en,Hony
stops,stop_name,"","",Houraing,en,Houraing
stops,stop_name,"","",Hourpes,en,Hourpes
stops,stop_name,"","",Houyet,en,Houyet
stops,stop_name,"","",Hove,en,Hove
stops,stop_name,"","",Huizingen,en,Huizingen
stops,stop_name,"","",Huy,en,Huy / Hoei
stops,stop_name,"","",Iddergem,en,Iddergem
stops,stop_name,"","",Idegem,en,Idegem
stops,stop_name,"","",Ingelmunster,en,Ingelmunster
stops,stop_name,"","",Izegem,en,Izegem
stops,stop_name,"","",Jambes,en,Jambes
stops,stop_name,"","",Jambes-Est,en,Jambes-Est / Jambes-Oost
stops,stop_name,"","",Jamioulx,en,Jamioulx
stops,stop_name,"","",Jemappes,en,Jemappes
stops,stop_name,"","",Jemeppe-sur-Meuse,en,Jemeppe-sur-Meuse
stops,stop_name,"","",Jemeppe-sur-Sambre,en,Jemeppe-sur-Sambre
stops,stop_name,"","",Jette,en,Jette
stops,stop_name,"","",Jurbise,en,Jurbise / Jurbeke
stops,stop_name,"","",Juslenville,en,Juslenville
stops,stop_name,"","",Kalmthout,en,Kalmthout
stops,stop_name,"","",Kapellen,en,Kapellen
stops,stop_name,"","",Kapelle-op-den-Bos,en,Kapelle-op-den-Bos
stops,stop_name,"","",Kautenbach (LU),en,Kautenbach (LU)
stops,stop_name,"","",Kessel,en,Kessel
stops,stop_name,"","",Kiewit,en,Kiewit
stops,stop_name,"","",Kijkuit,en,Kijkuit
stops,stop_name,"","",Kleinbettingen (LU),en,Kleinbettingen (LU)
stops,stop_name,"","",Knokke,en,Knokke
stops,stop_name,"","",Koblenz Hbf (DE),en,Koblenz Hbf (DE)
stops,stop_name,"","",KOLN-EHRENFELD,en,KOLN-EHRENFELD
stops,stop_name,"","",Köln Hbf (DE),en,Köln Hbf (DE)
stops,stop_name,"","",KOLN SUD,en,KOLN SUD
stops,stop_name,"","",Kontich-Lint,en,Kontich-Lint
stops,stop_name,"","",Kortemark,en,Kortemark
stops,stop_name,"","",Kortenberg,en,Kortenberg
stops,stop_name,"","",Kwatrecht,en,Kwatrecht
stops,stop_name,"","",Labuissière,en,Labuissière
stops,stop_name,"","",La Hulpe,en,La Hulpe / Terhulpen
stops,stop_name,"","",Forchies,en,Forchies
stops,stop_name,"","",Forest-Est,en,Forest-Est / Vorst-Oost
stops,stop_name,"","",Forest-Midi,en,Forest-Midi / Vorst-Zuid
stops,stop_name,"","",Forrières,en,Forrières
stops,stop_name,"","",Frameries,en,Frameries
stops,stop_name,"","",Franchimont,en,Franchimont
stops,stop_name,"","",Franière,en,Franière
stops,stop_name,"","",Frankfurt Flugh (DE),en,Frankfurt Flugh (DE)
